"gender","age_group","education_level","race_ethnicity","religion_level","income_bracket","job_status","individual_first_vote","individual_final_vote","group_first_vote_guilty","group_first_vote_not_guilty","group_first_vote_undecided","group_final_vote_guilty","group_final_vote_not_guilty","group_final_vote_undecided"
"Female","26-35","Post-graduate work","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed full time","Guilty",NA,4,8,NA,0,11,NA
"Male","Over 65","College graduate","Black/African American","Somewhat non-religious","$20,000 - $29,999","Student",NA,NA,NA,7,NA,NA,NA,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Not Guilty",7,5,0,0,12,0
"Male","46-55","Post-graduate work","White/Hispanic","Somewhat non-religious","Over $75,000","Self-employed","Not Guilty","Not Guilty",4,7,1,0,11,0
"Female",NA,"Post-graduate work","Black/African American","Religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",4,7,1,0,11,NA
"Female","56-65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Student",NA,"Guilty",0,0,0,11,0,1
"Female","36-45","Some college","Black/African American","Neither","$30,000 - $39,999","Employed full time","Undecided","Guilty",6,4,2,12,0,0
"Male","26-35","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",6,2,4,12,NA,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","Under $10,000","Unemployed, and a student","Not Guilty","Guilty",6,2,4,12,NA,NA
"Male","56-65","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Undecided","Guilty",6,2,4,12,NA,NA
"Male","56-65","High school graduate","Black/African American","Neither",NA,"Employed full time","Guilty",NA,6,4,2,12,NA,NA
"Female","46-55","Post-graduate work","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",6,2,4,12,0,0
"Male","26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,12,0,0
"Male","46-55","Some college","Nonwhite/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",NA,NA,NA,11,NA,1
"Female","36-45","Some college","Black/African American","Religious","$40,000 - $49,999","Employed part time","Undecided",NA,6,2,4,NA,NA,12
"Female","56-65","College graduate","White/Hispanic","Religious","Over $75,000","Student","Guilty","Guilty",6,3,4,12,NA,NA
"Female","26-35","College graduate","White/Hispanic","Neither","Over $75,000","Employed full time","Undecided","Not Guilty",4,7,1,NA,12,NA
NA,NA,NA,NA,NA,NA,"Employed full time","Guilty","Not Guilty",1,NA,1,NA,NA,NA
"Male","36-45","College graduate","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",3,9,NA,NA,12,NA
"Male","26-35","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Not Guilty","Not Guilty",2,9,1,0,12,0
"Male","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Student","Not Guilty","Not Guilty",6,2,2,12,NA,NA
"Female","46-55","High school graduate","Black/African American","Very religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",2,8,1,NA,12,NA
"Male","56-65","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Not Guilty","Not Guilty",4,8,NA,12,0,NA
"Male","26-35","Post-graduate work","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Not Guilty",3,8,1,NA,12,NA
"Female","26-35","Post-graduate work","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",3,8,1,NA,12,NA
"Female","56-65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Not Guilty",3,8,1,0,12,NA
"Female","18-25","College graduate","White/Hispanic","Very religious","$20,000 - $29,999","Employed full time","Undecided","Not Guilty",3,8,1,0,12,0
"Female","18-25","College graduate","White/Hispanic","Neither","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",3,8,1,0,12,0
"Female","46-55","College graduate","Black/African American","Very religious","$50,000 - $75,000","Homemaker","Guilty","Not Guilty",3,9,NA,12,NA,NA
"Female","46-55","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Undecided","Not Guilty",1,8,3,NA,12,NA
"Male","36-45","Some college","Nonwhite/Hispanic","Very religious","$40,000 - $49,999","Unemployed, seeking employment","Not Guilty","Not Guilty",8,1,3,12,11,0
"Female","26-35","Post-graduate work","White/Caucasian","Neither","$30,000 - $39,999","Employed full time","Undecided","Not Guilty",1,8,3,0,12,0
"Female","36-45","Post-graduate work","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",8,1,3,0,12,0
"Male","56-65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",1,8,3,0,12,0
"Female","56-65","Post-graduate work","White/Hispanic","Very religious","Over $75,000","Student","Guilty","Not Guilty",1,6,3,NA,12,NA
"Female","36-45","College graduate","Black/African American","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,8,3,NA,12,NA
"Female","26-35","College graduate","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,7,3,0,12,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Undecided","Not Guilty",1,9,2,NA,12,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Undecided","Not Guilty",NA,NA,NA,NA,12,NA
"Female","36-45","College graduate","Black/African American","Very religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",1,8,3,NA,12,NA
"Female","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",9,3,NA,12,0,NA
"Female","56-65","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Female","46-55","High school graduate","Black/African American","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",9,3,NA,9,3,NA
"Male","26-35","Post-graduate work","Black/African American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Male","36-45","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Guilty",9,3,0,12,0,0
"Female","56-65","Post-graduate work","White/Hispanic","Religious",NA,"Self-employed","Guilty","Guilty",9,3,NA,12,0,NA
"Male",NA,"Some college","Black/African American","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",11,1,NA,12,NA,NA
"Female","56-65","Post-graduate work","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Female","36-45","Post-graduate work",NA,"Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Male","36-45","Post-graduate work","Nonwhite/Hispanic","Religious","Over $75,000","Employed full time","Guilty",NA,9,3,NA,12,0,NA
"Female","56-65","High school graduate","Black/African American","Religious","$30,000 - $39,999","Student","Guilty","Guilty",NA,NA,NA,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Somewhat non-religious","$20,000 - $29,999","Employed full time","Guilty","Guilty",11,1,0,12,0,0
"Female","46-55","Some college","Black/African American","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",4,8,NA,0,11,NA
"Male","26-35","Post-graduate work","White/Hispanic","Neither","$40,000 - $49,999","Unemployed, seeking employment","Not Guilty","Guilty",6,4,2,8,4,NA
"Male","36-45","Some college","Black/African American","Very religious","$20,000 - $29,999","Student",NA,NA,NA,1,NA,1,NA,NA
"Female","18-25","College graduate","White/Hispanic","Religious","$20,000 - $29,999","Employed full time","Undecided","Not Guilty",5,3,4,7,4,0
"Male","Over 65","Post-graduate work","Black/African American","Religious","$50,000 - $75,000","Student","Not Guilty","Not Guilty",8,4,NA,NA,11,NA
"Male","46-55","College graduate","Black/African American","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Not Guilty",4,3,5,NA,11,NA
"Female","26-35","College graduate","White/Hispanic","Neither","$30,000 - $39,999","Employed full time","Undecided","Guilty",6,6,NA,8,4,NA
"Female","26-35","Post-graduate work","Black/African American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,7,4,NA
"Female","36-45","Post-graduate work","Black/African American","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",0,NA,NA,NA,11,NA
NA,NA,"Some college","White/Hispanic",NA,"$40,000 - $49,999","Student",NA,NA,NA,NA,NA,NA,1,NA
"Male",NA,"Post-graduate work","Black/African American","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",3,9,NA,9,3,NA
"Male","36-45","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",3,9,NA,9,3,NA
"Female","46-55","High school graduate","Black/African American","Very religious","$10,000 - $19,999","Employed full time","Not Guilty","Not Guilty",7,NA,NA,9,3,NA
"Female","36-45","Post-graduate work","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Guilty",3,9,NA,9,3,NA
"Male","46-55","Post-graduate work","Black/African American","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",3,9,NA,9,3,NA
"Female","Over 65","Post-graduate work",NA,"Somewhat non-religious","$50,000 - $75,000","Student","Not Guilty","Guilty",3,9,NA,9,3,NA
"Male","36-45","College graduate","White/Hispanic","Somewhat non-religious","$30,000 - $39,999","Self-employed","Not Guilty",NA,3,9,NA,9,3,NA
"Male","36-45","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",3,9,NA,9,3,NA
"Female","26-35","Less than high school","White/Hispanic","Neither","$10,000 - $19,999","Employed full time","Not Guilty","Guilty",3,9,NA,9,3,NA
"Male","46-55","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",10,2,0,0,12,0
NA,NA,NA,NA,NA,NA,NA,"Not Guilty","Not Guilty",1,11,NA,NA,12,NA
"Female","26-35","Post-graduate work","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",2,10,0,0,12,0
"Female","46-55","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",2,10,NA,0,12,NA
"Female",NA,"Some college",NA,"Religious",NA,"Student",NA,NA,NA,NA,NA,NA,NA,NA
"Female","26-35","College graduate","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Guilty","Not Guilty",2,10,NA,0,12,NA
"Male","18-25","Some college","White/Caucasian","Religious","$20,000 - $29,999","Employed full time","Not Guilty","Not Guilty",1,12,NA,NA,12,NA
NA,NA,NA,NA,NA,NA,NA,"Not Guilty",NA,NA,NA,NA,NA,NA,NA
"Male","18-25","College graduate","Native American","Neither","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",2,10,NA,0,12,NA
"Male","26-35","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",2,10,0,0,12,0
"Male","36-45","College graduate","White/Caucasian","Neither","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",NA,12,NA,NA,2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"46-55","Some college","White/Caucasian","Somewhat non-religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",4,8,NA,1,11,0
"Male","18-25","College graduate","White/Hispanic","Neither","$20,000 - $29,999","Employed full time","Undecided","Not Guilty",3,5,4,0,12,0
"Female","Over 65","Some college","White/Hispanic","Religious","Over $75,000","Student","Not Guilty","Not Guilty",2,8,2,1,11,NA
"Male","36-45","High school graduate","Black/African American","Religious","$20,000 - $29,999","Employed full time","Not Guilty","Not Guilty",10,1,1,NA,12,NA
"Male","18-25","College graduate","White/Hispanic","Very non-religious","$20,000 - $29,999","Unemployed, and a student","Undecided","Not Guilty",5,6,1,1,11,NA
"Female","26-35","Post-graduate work","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Unemployed, and a student","Guilty","Not Guilty",0,0,0,6,0,0
"Male","46-55","Post-graduate work","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",NA,0,NA,2,10,NA
"Male","56-65","Post-graduate work","Black/African American","Religious","Over $75,000","Employed full time",NA,"Not Guilty",NA,NA,NA,10,2,NA
NA,"26-35","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",12,0,NA,12,0,NA
"Female","46-55","Post-graduate work","White/Hispanic","Very religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",3,8,1,2,10,NA
"Female","36-45","College graduate","Black/African American","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,NA,NA,2,10,NA
"Male","36-45","College graduate","Native American","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",NA,12,NA,NA,12,NA
"Male","26-35","Post-graduate work","Black/African American","Religious","$50,000 - $75,000","Employed full time","Guilty","Not Guilty",10,1,1,NA,12,NA
"Male","56-65","College graduate","White/Hispanic","Religious","Under $10,000","Unemployed, not seeking employment","Not Guilty",NA,2,10,NA,0,12,NA
"Female","46-55","Some college","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Guilty",10,1,1,12,NA,NA
"Female","46-55","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Homemaker","Undecided","Guilty",10,NA,2,12,0,NA
"Male","26-35","High school graduate","Black/African American","Very religious","$30,000 - $39,999","Employed full time","Not Guilty","Guilty",8,4,0,12,0,0
"Female","26-35","Some college","Black/African American","Religious","$40,000 - $49,999","Employed part time","Not Guilty","Not Guilty",6,5,1,NA,12,NA
"Female","46-55","Post-graduate work","Black/African American","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",5,6,1,0,12,0
"Male","46-55","Post-graduate work","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Undecided","Not Guilty",8,3,1,12,NA,NA
"Male","18-25","Some college","Black/African American","Religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",NA,NA,NA,NA,NA,NA
"Female","46-55","Post-graduate work","White/Caucasian","Religious","Over $75,000","Employed full time","Guilty","Not Guilty",5,6,1,12,NA,NA
"Female","46-55","College graduate","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Not Guilty",5,6,1,12,NA,NA
"Female","46-55","College graduate","Black/African American","Neither","$40,000 - $49,999","Employed full time","Undecided","Not Guilty",5,6,1,NA,12,NA
"Female","18-25","Some college","Black/African American","Neither",NA,"Employed part time","Not Guilty","Not Guilty",5,6,1,NA,12,NA
NA,NA,"High school graduate","Black/African American",NA,NA,"Employed full time","Not Guilty","Not Guilty",NA,12,NA,NA,NA,NA
"Female","46-55","Some college","Black/African American","Very religious","Over $75,000","Student","Not Guilty",NA,5,6,1,NA,12,NA
